id,hoard_id,title,ex_start_date,ex_end_date,buried,b_start_date,b_end_date,contents,notes,location_uri
4414,igch1825,"Takhta-Bazar, c. 210 km. S of Mary (formerly Merv, anc. Alexandreia Margiana), Turkmenistan",1886,,200 – 150 BC,-200,-150,AR,"Uncertain count noted in IGCH including 2 [uncertain], which have been counted as 1. Then, the total count comes to 2 coins of a group of at least 2+ coins",https://www.geonames.org/1465114
4415,igch1826,"Khisht Tepe on the Oxus River, province of Qunduz, c. 110 km. E of Balkh (anc. Bactra, Bactriana)",1946,,After 140 BC – c. 100 BC,-140,-100,627+ AR,,https://www.geonames.org/1135931
4416,igch1827,"Bukhara, Uzbekistan (anc. Sogdiana)",1821,,2nd cent. BC,-199,-100,4 AR,,https://www.geonames.org/1217662
4417,igch1828,"Tali-Murdapatou, near Bukhara, Uzbekistan (anc. Sogdiana)",1938,,2nd cent. BC,-199,-100,78+ AR,,https://www.geonames.org/1217662
4418,igch1829,"Bairam-Ali, c. 40 km. E of Mary (formerly Merv, anc. Alexandreia Margiana), Turkmenistan",,,c. 60 BC,-60,-60,42 AR,,https://www.geonames.org/1219762
4419,igch1830,"Cabul (anc. Cabura), Paropamisadae",1933,,c. 380 BC,-380,-380,115+ AR. Found with jewelry frag.,,https://www.geonames.org/1138958
4420,igch1831,"Bhir Mound, Taxila, Punjab, Pakistan",1924,,c. 300 – 290 BC,-300,-290,1167 AR. Pot hoard with jewelry,,https://www.geonames.org/1418310
4421,igch1832,Bhir Mound,1913,,c. 240 – 200 BC,-240,-200,"1 AV, 166 AR. Found with jewelry",,https://www.geonames.org/1418310
4422,igch1833,"Taxila, Punjab, Pakistan",1884,,2nd cent. BC,-199,-100,143 AE (square),,https://www.geonames.org/1163715
4423,igch1834,"Charikar , c. 55 km. N of Cabul (anc. Cabura, Paropamisadae)",1840,,2nd cent. BC,-199,-100,31 AE,,https://www.geonames.org/1145352
4424,igch1835,"Jalalia, on the Indus near Hazro, c. 60 km. W of Rawalpindi, Punjab, Pakistan",1911,,2nd cent. BC ?,-199,-100,AE,"11 coins notes in IGCH in addition to 1 [uncertain], which has been counted as 1. Then, the total count comes to at least 12 coins",https://www.geonames.org/1176377
4425,igch1836,"Pachkura Buzurg, Hamirpur district, c. 70 km. S of Cawnpur, Uttar Pradesh, India",1877,,2nd cent. BC,-199,-100,98+ AR,,https://www.geonames.org/1260963
4426,igch1837,"Yaghistan, Swat valley, Gandhara, Pakistan",1918,,2nd cent. BC,-199,-100,c. 200 AR,,https://www.geonames.org/1477784
4427,igch1838,India or Pakistan,1938,1938,2nd cent. BC,-199,-100,c. 200 AR,,https://www.geonames.org/6269134
4428,igch1839,"Dhumtaur, near Abbottabad, Hazara, Pakistan",1951,1951,2nd cent. BC,-199,-100,9 AR. Pot hoard,,https://www.geonames.org/1180179
4429,igch1840,"Kutehra Jaswalanwala, near Gugret, Hoshiapur, Punjab, India",1923,1923,2nd cent. BC ?,-199,-100,45 AR,,https://www.geonames.org/1172549
4430,igch1841,"Thatta, Attock district, Punjab, Pakistan",1926,,2nd cent. BC,-199,-100,10 AR,,https://www.geonames.org/1163570
4431,igch1842,"Hazara district, Pakistan",1833,,2nd cent. BC,-199,-100,120 AR,,https://www.geonames.org/1176967
4432,igch1843,"Dudial, Hazara district, Pakistan",1906,,2nd cent. BC,-199,-100,AR,"Uncertain count noted in IGCH including 4 [uncertain], which have been counted as 1. Then, the total count comes to at least 4 coins",https://www.geonames.org/1179698
4433,igch1844,"Saharanpur, c. 150 km. N of New Delhi, India",1850,1850,2nd cent. BC,-199,-100,600+ AR,"Uncertain count noted in IGCH including 5 [uncertain], which have been counted as 1. Added 595 coins to the hoard contents. Then, the total count comes to 600+ coins",https://www.geonames.org/1257806
4434,igch1845,"Bajaur, Gandhara, Pakistan",1926,,2nd cent. BC,-199,-100,970+ AR,,https://www.geonames.org/1183781
4435,igch1846,Bajaur,1942,,2nd cent. BC,-199,-100,800-1000 AR,"120 coins noted in IGCH. Added 680-1000 coins to the hoard contents. Then, the total count comes to 800-1000 coins",https://www.geonames.org/1183781
4437,igch1848,"Rajjar, near Charsadda (anc. Peucolaotis), Gandhara, Pakistan",1946,1946,1st cent. BC ?,-99,0,AE,"Uncertain count noted in IGCH including 6 [uncertain], which have been counted as 1. Then, the total count comes to at least 6 coins",https://www.geonames.org/1167353
4438,igch1849,"Swabi, Mardan district, Gandhara, Pakistan",1951,1951,1st cent. BC,-99,0,6+ AR,,https://www.geonames.org/1164216
4439,igch1850,"Bairat, c. 80 km. NE of Jaipur, Rajasthan, India",1936,1937,1st cent. BC,-99,0,33 AR,,https://www.geonames.org/1277745
4440,igch1851,"Charsadda (anc. Peucolaotis), environs, Gandhara, Pakistan",1936,,1st cent. BC,-99,0,"1 AV, 3 AR",,https://www.geonames.org/7419051
4441,igch1852,"Thatta, Attock district, Punjab, Pakistan",1885,,1st cent. BC,-99,0,20-30 AR,"Uncertain count noted in IGCH including 5 [uncertain], which have been counted as 1. Added 15-30 coins to the hoard contents. Then, the total count comes to 20-30 coins",https://www.geonames.org/1163570
4442,igch1853,"Charsadda (anc. Peucolaotis), environs, Gandhara, Pakistan",1917,,1st cent. BC,-99,0,97+ AR,,https://www.geonames.org/7419051
4443,igch1854,"Sonipat, c. 45 km. N of New Delhi, India",1871,,1st cent. BC,-99,0,1000-1200 AR. Pot hoard,"883 coins noted in IGCH. Added 117-1200 coins to the hoard contents. Then, the total count comes to 1000-1200 coins",https://www.geonames.org/1255744
4444,igch1855,"Rohtak district, c. 60 km. W of New Delhi, India",1918,,1st cent. BC,-99,0,100+ AR,"2 coins noted in IGCH. Added 98 coins to the hoard contents. Then, the total count comes to 100 coins",https://www.geonames.org/1258077
4445,igch1856,"Shaikhano Dheri, near Charsadda (anc. Peucolaotis), Gandhara, Pakistan",1940,,1st cent. BC,-99,0,130+ AR,"83 coins noted in IGCH. Added 47 coins to the hoard contents. Then, the total count comes to 130+ coins",https://www.geonames.org/1181439
4446,igch1857,"Naguman River, near Charsadda (anc. Peucolaotis), Gandhara, Pakistan",1943,1943,1st cent. BC,-99,0,c. 260 AR,,https://www.geonames.org/1169531
4447,igch1858,"Butkhak, c. 20 km. S of Cabul (anc. Cabura, Paropamisadae)",1943,1943,1st cent. BC,-99,0,c. 200 AR. In a stone jar,,https://www.geonames.org/1146081
4448,igch1859,"Mohmand Border, N of Shabkadar, Gandhara, Pakistan",1943,,1st cent. BC,-99,0,400+ AR,"408 coins noted in IGCH in addition to 1 [uncertain], which has been counted as 1. Then, the total count comes to 409 coins",https://www.geonames.org/1335593
4449,igch1860,Pakistan,1920,,1st cent. BC,-99,0,39 AR,,https://www.geonames.org/1168579
4450,igch1861,"Punch environs, c. 100 km. SW of Srinagar, Kashmir",1890,,1st cent. BC,-99,0,AR,"Uncertain count noted in IGCH including 2 [uncertain], which have been counted as 1. Then, the total count comes to 2 coins of a group of at least 2+ coins",https://www.geonames.org/1167718
4451,igch1862,"Spinawarai, near Charsadda (anc. Peucolaotis), Gandhara, Pakistan",1946,1946,1st cent. BC,-99,0,"1 AR, 4 AE. Pot hoard",,https://www.geonames.org/1450963
4635,igch2046,"Campo Laurelli, Campobasso region, Samnium",1854,,3rd cent. BC ?,-300,-201,"86 AR, 13 AE. Part in scyphus, part scattered over site",,https://www.geonames.org/3180990
4452,igch1863,"Sutlej River, Punjab, India or Pakistan",1870,1870,1st cent. BC,-99,0,AR. Pot hoard,"Uncertain count noted in IGCH including 4 coins in addition to 2 [uncertain], which have been counted as 1. Then, the total count comes to at least 6 coins",https://www.geonames.org/1115006
4453,igch1864,"Akhnoor, c. 30 km. N of Jammu, Kashmir",1946,1946,1st cent. BC,-99,0,"8 AR, 2 AE",,https://www.geonames.org/1279125
4454,igch1865,"Sialkot district, Punjab, Pakistan",1906,,1st cent. BC,-99,0,AE,"2 coins noted in IGCH in addition to 2 [uncertain], which have been counted as 1. Then, the total count comes to at least 4 coins",https://www.geonames.org/1164908
4455,igch1866,"Amarkot, near Dera Ghazi Khan, on the Indus River, Punjab, Pakistan",1899,,1st cent. BC,-99,0,221 AR. Pot hoard,,https://www.geonames.org/1184563
4456,igch1867,"Sialkot district, Punjab, Pakistan",1911,,1st cent. BC,-99,0,200+ AR,,https://www.geonames.org/1164908
4457,igch1868,"Bhutri, Hazara district, Pakistan",1933,,1st cent. BC,-99,0,"495 AR, 11 AE",,https://www.geonames.org/7075735
4458,igch1869,"Mathura, c. 130 km. S of New Delhi, Uttar Pradesh, India",1853,,1st cent. BC,-99,0,183 AR,,https://www.geonames.org/1263364
4459,igch1870,"Tappa Mewa, near Kangra, c. 140 km. NE of Amritsar, Punjab, India",1892,,1st cent. BC,-99,0,75 AR,,https://www.geonames.org/1268085
4460,igch1871,"Jwâla Mukhi, near Kangra, c. 140 km. NE of Amritsar, Punjab, India",1870,,1st cent. BC,-99,0,32 AR,,https://www.geonames.org/1268085
4461,igch1872,"Sambiase, 5 km. W of Nicastro. Bruttium",1960,,c. 520 BC,-520,-520,45 AR,,https://www.geonames.org/2523535
4462,igch1873,Calabria (anc. Bruttium),1864,,c. 510 BC,-510,-510,87 incuse AR,,https://www.geonames.org/2525468
4463,igch1874,"Taranto, Calabria",1911,,c. 508 BC,-508,-508,c. 600 AR. In vase with c. 6 kg. of ingots and worked silver,,https://www.geonames.org/3165926
4464,igch1875,"Volterra, Etruria",1868,,c. 500 BC,-500,-500,65 AR,,https://www.geonames.org/6299613
4465,igch1876,"Paestum (anc. Poseidonia), Lucania",1939,,c. 500 BC,-500,-500,"22 incuse AR. Found SE of ""Temple of Ceres""",,https://www.geonames.org/3171709
4466,igch1877,South Italy,1950,,c. 500 BC,-500,-500,c. 200,"43+ coins noted in IGCH in addition to 6+ coins in Croton (1 stater noted. Added 5 coins to this group). Added 151 coins to the hoard contents. Then, the total count comes to c. 200 coins",https://www.geonames.org/2525468
4467,igch1878,South Italy,1900,1900,c. 490 BC,-490,-490,14+ incuse AR,,https://www.geonames.org/2525468
4468,igch1879,South Italy,1903,1903,c. 490 BC,-490,-490,5 incuse AR,,https://www.geonames.org/2525468
4469,igch1880,"Gerace (anc. Locri), Bruttium",1845,1845,c. 490 BC ?,-490,-490,incuse AR,"1 coin noted in IGCH in addition to 3 [uncertain], which each has been counted as 1. Then, the total count comes to at least 4 coins",https://www.geonames.org/6540046
4470,igch1881,"Curinga, 30 km. WSW of Catanzaro, Bruttium",1916,,c. 480 BC,-480,-480,c. 300 incuse AR. Pot hoard dispersed and partly recovered,"121 coins noted in IGCH in addition to 72 coins in Croton (including 48 medium staters noted, 1 with rev. QPO/TE. Added 47 coins to this group). Added 107 coins to the hoard contents. Then, the total count comes to c. 300 coins",https://www.geonames.org/2524872
4471,igch1882,Bruttium,1940,1940,c. 480 BC,-480,-480,"AR. ""Gruppetto di didrammi di fabbrica achea"" ","2 coins noted in IGCH. Then, the total count comes to 2 coins of a group of at least 2+ coins",https://www.geonames.org/2525468
4504,igch1915,"Torchiarolo, 16 km. S of Brindisi, Calabria",1927,,c. 380 BC,-380,-380,21+ AR. Dispersed and partly recovered,,https://www.geonames.org/6538963
4472,igch1883,Calabria,1842,,c. 480 BC ?,-480,-480,1000+ AR. Mainly incuse st. of:,"4 coins noted in IGCH in addition to 4 [uncertain], which each has been counted as 1. Added 992 coins to the hoard contents. Then, the total count comes to 1000+ coins",https://www.geonames.org/2525468
4473,igch1884,"S. Stefano di Rogliano, 10 km. SSE of Cosenza, Bruttium",1910,,c. 480 – 470 BC,-480,-470,c. 300? incuse AR. Found during farming,"18 coins noted in IGCH. Added 282 coins to the hoard contents. Then, the total count comes to c. 300? coins",https://www.geonames.org/2523249
4474,igch1885,"Strongoli (anc. Petelia), 25 km. N of Croton, Bruttium",1955,,480 – 470 BC,-480,-470,"13 AR. Pot hoard, probably all recovered",,https://www.geonames.org/2522990
4475,igch1886,Calabria (anc. Bruttium),1920,,c. 470 BC,-470,-470,6 AR,,https://www.geonames.org/2525468
4476,igch1887,Calabria (anc. Bruttium),1863,,c. 470 BC,-470,-470,175 AR,"109 coins noted in IGCH in addition to 66 coins in Croton (including 62 staters noted. Added 61 coins to this group). Then, the total count comes to 175 coins",https://www.geonames.org/2525468
4477,igch1888,"Taranto environs, Calabria",1929,,473 – later than 470 BC,-473,-420,38 AR,,https://www.geonames.org/3165926
4478,igch1889,"Cittanuova, 45 km. NE of Reggio, Bruttium",1879,,c. 470 – 460 BC,-470,-460,c. 600? AR,"12 coins noted in IGCH in addition to 4 [uncertain], which each has been counted as 1. Added 584 coins to the hoard contents. Then, the total count comes to c. 600? coins",https://www.geonames.org/2524976
4479,igch1890,"Sava, 30 km. ESE of Taranto, Calabria",1856,,470 – 460 BC,-470,-460,AR,"6 coins noted in IGCH in addition to 6 [uncertain], which each has been counted as 1. Then, the total count comes to at least 12 coins",https://www.geonames.org/3167044
4480,igch1891,Calabria (anc. Bruttium),1833,,c. 460 BC,-460,-460,381 AR,"282 coins noted in IGCH in addition to 99 coins in Croton (including 94 staters noted. Added 89 coins to this group). Then, the total count comes to 381 coins",https://www.geonames.org/2525468
4481,igch1892,"Paestum (anc. Poseidonia), Lucania",1952,,c. 450 BC,-450,-450,43 AR,,https://www.geonames.org/3171709
4482,igch1893,Paestum (anc. Poseidonia),1870,,c. 450 – 300 BC,-450,-300,70-71 AR,,https://www.geonames.org/3171709
4483,igch1894,South Italy,1963,,c. 440 BC,-440,-440,AR,"8 coins noted in IGCH in addition to 3 [uncertain], which each has been counted as 1. Then, the total count comes to at least 11 coins",https://www.geonames.org/2525468
4484,igch1895,"Taranto, Calabria",1951,,c. 440 BC,-440,-440,33 AR,,https://www.geonames.org/3165926
4485,igch1896,"Metaponto , Lucania",1955,,c. 440 – 430 BC,-440,-430,c. 750 AR,"c. 744 coins noted in IGCH. Added 6 coins to the hoard contents. Then, the total count comes to c. 750 coins",https://www.geonames.org/3173519
4486,igch1897,"Reggio, Bruttium",1876,,c. 430 BC,-430,-430,AR. Pot hoard,,https://www.geonames.org/2523630
4487,igch1898,"Cotrone, 5 km. N of Croton, Brut-(277, 506) tium",,,c. 430 BC,-430,-430,"130+ AR. Pot hoard, dispersed and partly recovered","121 coins noted in IGCH in addition to 15 coins (probably intrusive). Then, the total count comes to 136 coins",https://www.geonames.org/2524881
4784,igch2195,Gela,1907,,c. 285 BC,-285,-285,17 AE,,https://www.geonames.org/6541964
4488,igch1899,"Reggio, Bruttium",1853,,460 – 425 BC,-460,-425,AR. Pot hoard,"Uncertain count noted in IGCH including 6 [uncertain], which each has been counted as 1. Then, the total count comes to at least 6 coins",https://www.geonames.org/2523630
4489,igch1900,"Taranto environs (""Oecist Hoard""), Calabria",1948,,425 – 420 BC,-425,-420,c. 800? AR,"279 coins noted in IGCH in addition to 64 coins in Thurium (including 1 stater noted. Added 63 coins to this group) and 109 coins in Croton (including 3 staters noted. Added 106 coins to this group). Added 348 coins to the hoard contents. Then, the total count comes to c. 800? coins",https://www.geonames.org/3165926
4490,igch1901,Taranto environs,1914,,430 – 420 BC,-430,-420,15 AR,,https://www.geonames.org/3165926
4491,igch1902,"Taranto, Via Oberdan",1938,,c. 420 – 415 BC,-420,-415,18 AR,"13 coins noted in IGCH in addition to 5 coins in Poseidonia (including 4 staters noted. Added 1 coin to this group). Then, the total count comes to 18 coins",https://www.geonames.org/3165926
4492,igch1903,"Lecce, Calabria",1920,,c. 410 BC,-410,-410,320+ AR,"3+ coins noted in IGCH in addition to 3 [uncertain], which each has been counted as 1. Added 314 coins to the hoard contents. Then, the total count comes to 320+ coins",https://www.geonames.org/3174953
4493,igch1904,"Paestum (anc. Poseidonia), Lucania",1858,,c. 410 – 405 BC,-410,-405,1000+ AR,"2 coins noted in IGCH in addition to 10 [uncertain], which each has been counted as 1. Added 988 coins to the hoard contents. Then, the total count comes to 1000+ coins",https://www.geonames.org/3171709
4494,igch1905,"Pyrgi, 10 km. W of anc. Caere, Etruria",1957,,c. 440 BC,-440,-440,9 AR. Found during excavation of temple site,,https://www.geonames.org/255188
4495,igch1906,"S. Eufemia Lamezia, 8 km. SW of Nicastro, Bruttium",1949,,c. 400 BC,-400,-400,147 AR,"68 coins noted in IGCH in addition to 38 coins Thurium (including 1 stater noted. Added 37 coins to this group), 7 coins in Caulonia (only 4 coins noted. Added 3 coins to this group) and 27 coins in Terina (including 14 types signed II noted. Added 13 coins to this group). Then, the total count comes to 147 coins",https://www.geonames.org/2523265
4496,igch1907,"Pianura, 6 km. W of Naples, Campania",1884,,5th cent. BC ?,-500,-401,AR,"1 coin noted in IGCH in addition to 2 [uncertain], which each has been counted as 1. Then, the total count comes to at least 3 coins",https://www.geonames.org/3170921
4497,igch1908,Calabria (anc. Bruttium),1864,,c. 390 BC,-390,-390,97 AR,,https://www.geonames.org/2525468
4498,igch1909,"Caulonia, Bruttium",1915,,389 BC,-389,-389,"18 AR. Pot hoard, prob. complete",,https://www.geonames.org/2525053
4499,igch1910,"Vito Superiore, near Reggio, Bruttium",1939,,c. 387 BC,-387,-387,134 AR. Pot hoard,,https://www.geonames.org/2522715
4500,igch1911,"Reggio, Chiesa Pepe, Bruttium",1913,,c. 387 BC,-387,-387,c. 97 AR. Pot hoard,"70 coins noted in IGCH. Added 27 coins to the hoard contents. Then, the total count comes to c. 97 coins",https://www.geonames.org/2523630
4501,igch1912,"Frasso Telesino, 24 km. NE of Caserta, Campania",1931,,400 – 380 BC,-400,-380,22 AR,,https://www.geonames.org/6541154
4502,igch1913,"Gizzeria, 10 km. W of Nicastro, Bruttium",1914,,early 4th cent. BC,-400,-375,"2 AR, 58 AE. Pot hoard","56 coins noted in IGCH. Added 4 coins to the hoard contents. Then, the total count comes to 60 coins",https://www.geonames.org/2524593
4503,igch1914,"Maruggio, 30 km. SE of Taranto, Calabria",1905,,c. 380 BC,-380,-380,48 AR,,https://www.geonames.org/6538955
4505,igch1916,"Ionian Shore, Bruttium",1908,,375 – 360 BC,-375,-360,AR,"100? coins noted in IGCH in addition to 8 [uncertain], which each has been counted as 1. Then, the total count comes to at least 108 coins",https://pleiades.stoa.org/places/452366
4506,igch1917,South Italy,1887,,c. 370 BC ?,-370,-370,22+ AR,"18 coins noted in IGCH in addition to 2 [uncertain], which each has been counted as 1. Added, 2 coins to the hoard contents. Then, the total count comes to 22+ coins",https://www.geonames.org/2525468
4507,igch1918,"S. Demetrio Corone, 25 km. SW of Sybaris, Lucania",1955,,c. 350 BC,-350,-350,15 AR,,https://www.geonames.org/2523500
4508,igch1919,"Reggio environs, Bruttium",1938,,mid 4th cent. BC,-375,-325,6+ AR,,https://www.geonames.org/2523630
4509,igch1920,Campania,1831,1831,mid 4th cent. BC,-375,-325,800+ AR,"c. 800 coins noted in IGCH in addition to 1 [uncertain], which has been counted as 1. Then, the total count comes to 801 coins",https://www.geonames.org/3181042
4510,igch1921,South Italy,,1900,mid 4th cent. BC,-375,-325,5+ AR,,https://www.geonames.org/2525468
4511,igch1922,"Taranto, Calabria",1929,,mid 4th cent. BC ?,-375,-325,2+ AR,,https://www.geonames.org/3165926
4512,igch1923,"Altamura, Apulia",1960,,mid 4th cent. BC,-375,-325,172 AR. Pot hoard found by chance within walled area city,"134 coins noted in IGCH including 30 coins in Metapontum (including 6 incuse. Added 24 coins to this group) and 18 coins in Croton (including 11 incuse. Added 7 coins to this group). Then, the total count comes to 172 coins",https://www.geonames.org/3183178
4513,igch1924,"Taranto, Corti Vecchie, Calabria",1916,,c. 345 BC,-345,-345,336 AR,"168 coins noted in IGCH in addition to 104 coins in Taras (including 86 staters noted. Added 18 coins to this group) and 64 coins in Thurium (including 8 staters noted. Added 56 coins to this group). Then, the total count comes to 336 coins",https://www.geonames.org/3165926
4514,igch1925,"Paestum (anc. Poseidonia), Lucania",1937,,c. 340 – 330 BC,-340,-330,210 AR. Pot hoard,"146 coins noted in IGCH in addition to 64 coins in Taras (including 49 staters noted. Added 15 coins to this group). Then, the total count comes to 210 coins",https://www.geonames.org/3171709
4515,igch1926,"Lizzano, 20 km. SE of Taranto, Calabria",1950,,c. 340 – 330 BC,-340,-330,"43+ AR, 1 AE","29 coins noted in IGCH in addtion to 6 coins in Metapontum (1 stater noted. Added 5 coins to this group) and 9 coins in Thurium (3 staters noted. Added 6 coins to this group). Then, the total count comes to 44 coins",https://www.geonames.org/3174653
4516,igch1927,"Taranto, Calabria",1933,,c. 335 – 330 BC,-335,-330,AR,"3 coins noted in IGCH in addition to 3 [uncertain], which each has been counted as 1. Then, the total count comes to at least 6 coins",https://www.geonames.org/3165926
4517,igch1928,"Carosino, 15 km. E of Taranto, Calabria",1905,,334 – 330 BC,-334,-330,c. 230 AR,"131 coins noted in IGCH. Added 109 coins to the hoard contents. Then, the total count comes to c. 230 coins",https://www.geonames.org/6541939
4518,igch1929,"Taranto (""Molossian Find""), Calabria",1925,,c. 334 BC,-334,-334,17+ AR. Part of hoard?,,https://www.geonames.org/3165926
4828,igch2239,"Aidone, near Morgantina",1909,,late 3rd cent. BC,-225,-200,32 AE,,https://www.geonames.org/2525761
4519,igch1930,"Taranto environs, Calabria",1937,,c. 330 BC,-330,-330,70+ AR,"60-70 coins noted in IGCH in addition to 5 [uncertain], which each has been counted as 1. Then, the total count comes to 60-75 coins",https://www.geonames.org/3165926
4520,igch1931,Lucania,1865,,c. 330 BC ?,-330,-330,26 AR,,https://www.geonames.org/3182306
4521,igch1932,"Taranto, Calabria",1883,,315 BC,-315,-315,92 AV,,https://www.geonames.org/3165926
4522,igch1933,Taranto,1919,,late 4th cent. BC,-325,-300,23+ AR,"10 coins noted in IGCH in addition to 13+ coins in Taras (including 6 staters noted. Added 7 to this group). Then, the total count comes to 23+ coins",https://www.geonames.org/3165926
4523,igch1934,"Torre dell'Ovo, 30 km. SE of Taranto, Calabria",1912,,c. 302 BC,-302,-302,19 AR,"11 coins noted in IGCH in addition to 8 coins in Metapontum (including 7 staters. Added 1 coin to this group). Then, the total count comes to 19 coins",https://www.geonames.org/8985474
4524,igch1935,"Bernalda (anc. Metapontum), Lucania",1940,,325 – 300 BC,-325,-300,33+ AE,,https://www.geonames.org/3182153
4525,igch1936,"Sala Consilina, 30 km. SW of Potenza, Lucania",1922,,late 4th cent. BC,-325,-300,85 AR,,https://www.geonames.org/6538829
4526,igch1937,"Tiriolo, 10 km. NW of Catanzaro, Bruttium",1840,,late 4th cent. BC ?,-325,-300,97 AV. Pot hoard,,https://www.geonames.org/2522930
4527,igch1938,"Calvi Risorta (anc. Cales), Campania",1959,,350 – 300 BC,-350,-300,156 AR. Recovered intact during raod building,,https://www.geonames.org/6543714
4528,igch1939,"Croton , Bruttium",,1927,350 – 300 BC,-350,-300,11+ AR,,https://www.geonames.org/2524881
4529,igch1940,"Palombaio, near Bitonto, 15 km. W of Bari, Apulia",1910,,4th cent. BC,-400,-301,16 AR,,https://www.geonames.org/3171560
4530,igch1941,"Capua, Campania",1881,,4th cent. BC,-400,-301,AR. In a tomb,"2 coins noted in IGCH in addition to 2 [uncertain], which each has been counted as 1. Then, the total count comes to at least 4 coins",https://www.geonames.org/3180601
4531,igch1942,Calabria,,1950,4th cent. BC,-400,-301,c. 1000 AR,"Uncertain count noted in IGCH including 8 [uncertain], which each has been counted as 1. Added 992 coins to the hoard contents. Then, the total count comes to c. 1000 coins",https://www.geonames.org/2523630
4532,igch1943,"Campiglia Marittima, 14 km. N of Piombino, Etruria",1932,,4th cent. BC ?,-400,-301,"18+ AV, AR?",,https://www.geonames.org/3181012
4533,igch1944,"Reggio, Piazza Italia, Bruttium",1952,,c. 300 BC,-300,-300,8 EL,,https://www.geonames.org/2523630
4534,igch1945,"Pazzano, near Reggio, Bruttium",1952,,c. 300 BC,-300,-300,15 EL,,https://www.geonames.org/2523857
4535,igch1946,"Cariati, 60 km. NNW of Croton, Bruttium",1957,,c. 300 BC,-300,-300,"8 EL, 66 AR. Pot hoard","71 coins noted in IGCH in addition to 3 coins in Croton (including 2 coins noted. Added 1 coin to this group). Then, the total count comes to 74 coins",https://www.geonames.org/2525352
4536,igch1947,"Grimaldi, 15 km. S of Cosenza, Bruttium",1933,,c. 300 BC,-300,-300,"30 AR. Pot hoard, prob. complete",,https://www.geonames.org/6539847
4537,igch1948,"S. Giorgio Morgeto, near Rosarno (anc. Medma), Bruttium",1914,,c. 300 BC ?,-300,-300,AR,"2 coins noted in IGCH. Then, the total count comes to 2 coins of a group of at least 2+ coins",https://www.geonames.org/2523472
4538,igch1949,"Metaponto, Lucania",1881,,c. 300 BC,-300,-300,150 AR. Pot hoard,"52 coins noted in IGCH in addition to 1 [uncertain], which has been counted as 1. Added 97 coins to the hoard contents. Then, the total count comes to 150 coins",https://www.geonames.org/3173519
4539,igch1950,"Monteparano, 15 km. E of Taranto, Calabria",1905,,c. 300 BC,-300,-300,"13 AV, c. 300 AR","15 coins noted in IGCH in additon to 1 [uncertain], which has been counted as 1. Added 297 coins to the hoard contents. Then, the total count comes to 313 coins",https://www.geonames.org/6537565
4540,igch1951,"Gioia del Colle, 45 km. NW of Taras, Apulia",1908,,c. 300 BC ?,-300,-300,250 AR,"1 coin noted in IGCH in addition to 4 [uncertain], which each has been counted as 1. Added 245 coins to the hoard contents. Then, the total count comes to 250 coins",https://www.geonames.org/3176090
4541,igch1952,"Ruvo (anc. Rubi), 35 km. W of Bari, Apulia",1877,,c. 300 BC,-300,-300,57 AR,,https://www.geonames.org/3168770
4542,igch1953,"Populonia, Erutria",1867,,c. 300 BC ?,-300,-300,c. 55 AR,,https://www.geonames.org/3170169
4543,igch1954,"Cecina, 32 km. SSW of Livorno, Etruria",1858,,c. 300 BC ?,-300,-300,"5 AV, 84 AR","5 AV coins noted in IGCH in addition to 12 AR coins and 1 [uncertain], which has been counted as 1. Added 71 AR coins to the hoard contents. Then, the total count comes to 89 coins",https://www.geonames.org/3179235
4544,igch1955,"Aisaros River, near Croton, Bruttium",1879,,c. 290 BC,-290,-290,40+ AV,,https://www.geonames.org/2524881
4545,igch1956,"Taranto, Via Mazzini, Calabria",1929,,c. 285 BC,-285,-285,"11+ AV, 80+ AR. Not intact",,https://www.geonames.org/3165926
4546,igch1957,Taranto,1926,,c. 282 BC,-282,-282,36+ AV,,https://www.geonames.org/3165926
4547,igch1958,"Bernalda, La Cava (anc. Metapontum)",1935,,c. 280 BC,-280,-280,"c. 40-50 AV, c. 965-1090 AR. Pot hoard","1 AV stater noted in IGCH in addition to c. 40-50 AV and 1081 AR coins. Then, the total count comes to c. 1122-1132 coins",https://www.geonames.org/3182153
4548,igch1959,"Metaponto, Lucania",1955,,c. 280 BC,-280,-280,196+ AR. Pot hoard,,https://www.geonames.org/3173519
4549,igch1960,"Valesio, near Torchiarolo, 15 km. S of Brindisi, Calabria",1935,,c. 300 – 280 BC,-300,-280,19 AR. Pot hoard,,https://www.geonames.org/3209033
4550,igch1961,"Oppido Lucano, 20 km. NE of Potenza, Lucania, date unknown",,,c. 280 BC,-280,-280,77 AR,"73 coins noted in IGCH. Added 4 coins to the hoard contents. Then, the total count comes to 77 coins",https://www.geonames.org/6542068
4551,igch1962,"Capua, S. Maria, Campania",1855,,c. 280 BC,-280,-280,88 AR,"87 coins noted in IGCH. Added 1 coin to the hoard contents. Then, the total count comes to 88 coins",https://www.geonames.org/3180601
4552,igch1963,"Vibo Valentia (= Hipponium; formerly Monteleone), Bruttium",1927,,c. 280 BC ?,-280,-280,c. 70 AR,"21 coins noted in IGCH in addition to 2 [uncertain], which have been counted as 1. Added 47 coins to the hoard contents. Then, the total count comes to c. 70 coins",https://www.geonames.org/2522776
